Id,LotArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,SalePrice
772,8877,0,0,1,0,2,102000
773,7819,1,0,1,0,3,107000
774,10150,0,0,1,0,2,114500
775,14226,0,0,2,0,3,395000
776,4500,1,0,2,0,2,162000
777,11210,0,0,2,0,3,221500
778,13350,1,0,1,0,3,142500
779,8400,0,0,2,0,4,144000
780,10530,1,0,1,0,2,135000
781,7875,0,0,2,0,3,176000
782,7153,0,0,2,1,3,175900
783,16285,0,0,2,0,3,187100
784,9101,1,0,1,0,1,165500
785,6300,0,0,2,0,3,128000
786,9790,0,0,2,0,3,161500
787,10800,1,0,2,0,4,139000
788,10142,1,0,2,1,4,233000
789,6000,0,0,1,0,2,107900
790,12205,0,0,2,1,5,187500
791,3182,0,0,2,0,2,160200
792,11333,1,0,1,0,3,146800
793,9920,1,0,2,1,3,269790
794,9158,0,0,2,0,3,225000
795,10832,0,0,2,1,3,194500
796,8400,0,0,2,1,3,171000
797,8197,0,0,1,1,3,143500
798,7677,0,0,1,0,2,110000
799,13518,0,0,3,1,4,485000
800,7200,1,0,1,1,3,175000
801,12798,1,0,2,1,4,200000
802,4800,1,0,1,0,2,109900
803,8199,1,0,2,1,3,189000
804,13891,0,0,3,1,4,582933
805,9000,0,0,1,0,2,118000
806,12274,0,0,2,0,3,227680
807,9750,0,0,2,0,3,135500
808,21384,2,0,1,1,3,223500
809,13400,1,0,1,0,3,159950
810,8100,0,0,2,0,2,106000
811,10140,1,0,1,1,3,181000
812,4438,1,0,1,0,1,144500
813,8712,0,0,1,0,2,55993
814,9750,0,0,1,1,4,157900
815,8248,0,1,1,1,3,116000
816,12137,0,0,2,0,3,224900
817,11425,0,0,1,0,2,137000
818,13265,1,0,2,0,3,271000
819,8816,1,0,1,0,3,155000
820,6371,1,0,2,0,2,224000
821,7226,0,0,2,1,3,183000
822,6000,0,0,1,0,2,93000
823,12394,0,0,2,1,3,225000
824,9900,0,0,2,0,3,139500
825,11216,0,0,2,0,3,232600
826,14803,1,0,2,0,2,385000
827,6130,1,0,1,0,2,109500
828,8529,0,0,2,0,3,189000
829,28698,0,1,2,1,3,185000
830,2544,0,0,2,1,2,147400
831,11900,1,0,1,1,3,166000
832,3180,0,0,2,1,2,151000
833,9548,1,0,2,1,3,237000
834,10004,0,0,1,1,3,167000
835,7875,1,0,1,0,3,139950
836,9600,0,0,2,0,2,128000
837,8100,1,0,1,0,2,153500
838,1680,1,0,1,1,2,100000
839,9525,0,0,1,1,3,144000
840,11767,0,0,1,0,3,130500
841,12155,0,0,2,0,4,140000
842,10440,0,0,2,0,3,157500
843,9020,1,0,1,1,3,174900
844,8000,0,0,2,0,6,141000
845,12665,0,0,1,1,4,153900
846,16647,1,0,2,0,3,171000
847,9317,1,0,2,1,3,213000
848,15523,1,0,1,0,3,133500
849,45600,0,0,3,0,5,240000
850,9600,0,0,2,1,3,187000
851,4435,1,0,1,0,1,131500
852,3196,0,0,2,0,2,215000
853,7128,0,0,2,0,4,164000
854,12095,0,0,1,1,3,158000
855,17920,1,0,1,1,3,170000
856,6897,1,0,1,1,3,127000
857,10970,1,0,1,0,3,147000
858,8125,0,0,2,1,3,174000
859,10400,0,0,2,0,3,152000
860,11029,1,0,2,1,4,250000
861,7642,0,0,1,1,3,189950
862,11625,1,0,1,1,3,131500
863,9672,0,0,2,0,3,152000
864,7931,1,0,1,0,3,132500
865,8640,0,0,2,0,3,250580
866,8750,1,0,1,0,3,148500
867,10656,0,0,2,0,3,248900
868,6970,1,0,1,1,3,129000
869,14762,0,0,2,0,2,169000
870,9938,1,0,2,1,3,236000
871,6600,0,0,1,0,2,109500
872,8750,0,0,2,1,3,200500
873,8892,0,0,1,0,3,116000
874,12144,0,0,1,0,3,133000
875,5720,0,0,1,1,3,66500
876,9000,0,0,2,1,4,303477
877,25286,1,0,1,0,3,132250
878,8834,1,0,2,1,4,350000
879,11782,1,0,1,0,3,148000
880,7000,1,0,1,0,3,136500
881,7024,1,0,1,1,2,157000
882,13758,0,0,2,1,3,187500
883,9636,0,0,2,1,3,178000
884,6204,1,0,1,0,5,118500
885,7150,0,0,1,0,3,100000
886,5119,1,0,2,0,2,328900
887,8393,0,0,2,0,4,145000
888,16466,0,0,1,1,3,135500
889,15865,1,0,2,0,4,268000
890,12160,1,0,1,0,2,149500
891,8064,0,0,1,0,3,122900
892,11184,0,0,2,1,3,172500
893,8414,0,1,1,0,3,154500
894,13284,1,0,1,0,3,165000
895,7018,0,0,2,0,4,118858
896,7056,1,0,1,1,4,140000
897,8765,0,0,1,0,2,106500
898,7018,0,0,2,0,6,142953
899,12919,1,0,2,1,2,611657
900,6993,0,0,1,0,3,135000
901,7340,0,0,1,0,2,110000
902,8712,1,0,1,0,2,153000
903,7875,0,0,2,1,3,180000
904,14859,0,0,2,0,3,240000
905,6173,0,0,1,0,3,125500
906,9920,1,0,1,0,3,128000
907,13501,1,0,2,0,3,255000
908,11500,0,0,1,1,3,250000
909,8885,1,0,1,0,2,131000
910,12589,0,0,2,1,3,174000
911,11600,0,0,2,0,5,154300
912,9286,0,0,1,1,3,143500
913,6120,0,0,1,0,3,88000
914,6270,0,0,2,0,4,145000
915,3000,0,0,2,1,2,173733
916,2001,0,0,1,1,3,75000
917,9000,1,0,0,0,1,35311
918,17140,0,0,1,0,3,135000
919,13125,1,0,2,1,4,238000
920,11029,1,0,1,0,3,176500
921,8462,0,1,2,1,3,201000
922,8777,2,0,2,2,4,145900
923,10237,0,0,2,0,3,169990
924,8012,1,0,2,0,2,193000
925,10240,1,0,2,0,3,207500
926,15611,0,1,2,0,3,175000
927,11999,0,0,2,1,4,285000
928,9900,0,0,2,1,4,176000
929,11838,0,0,2,0,3,236500
930,13006,0,0,2,1,4,222000
931,8925,0,0,2,0,3,201000
932,9100,0,1,1,0,2,117500
933,11670,0,0,2,0,3,320000
934,8487,0,0,2,0,3,190000
935,27650,1,0,2,0,4,242000
936,5825,0,0,1,0,1,79900
937,10083,1,0,2,0,2,184900
938,9675,0,0,2,1,3,253000
939,8760,0,0,2,1,3,239799
940,24090,0,0,2,0,4,244400
941,12640,0,0,2,0,4,150900
942,8755,1,0,2,1,3,214000
943,7711,2,0,2,0,4,150000
944,25000,0,0,2,0,4,143000
945,14375,0,1,1,0,3,137500
946,8820,0,0,1,0,2,124900
947,8163,1,0,1,0,3,143000
948,14536,1,0,2,0,3,270000
949,14006,0,0,2,1,3,192500
950,9360,1,0,1,1,3,197500
951,7200,1,0,1,0,3,129000
952,7800,1,0,1,0,3,119900
953,7200,0,1,1,0,2,133900
954,11075,0,1,2,1,4,172000
955,9400,0,2,2,0,4,127500
956,7136,0,0,2,0,4,145000
957,1300,0,0,1,1,2,124000
958,7420,0,0,1,0,3,132000
959,8450,1,0,2,0,3,185000
960,2572,1,0,2,1,3,155000
961,7207,1,0,1,0,2,116500
962,12227,1,0,2,1,4,272000
963,2308,1,0,2,1,3,155000
964,11923,0,0,2,0,2,239000
965,11316,1,0,2,1,4,214900
966,10237,0,0,2,1,3,178900
967,9600,1,0,1,1,2,160000
968,7390,1,0,1,0,3,135000
969,5925,0,0,1,0,2,37900
970,10382,1,0,1,0,2,140000
971,10800,0,0,1,1,4,135000
972,2268,0,0,2,0,2,173000
973,7892,0,0,2,0,2,99500
974,11639,0,0,2,0,3,182000
975,11414,0,0,1,0,3,167500
976,2651,1,0,2,1,3,165000
977,5900,0,0,1,0,2,85500
978,4274,1,0,1,1,1,199900
979,9450,0,0,1,0,3,110000
980,8816,1,0,1,0,3,139000
981,12122,1,0,1,0,3,178400
982,12203,1,0,2,1,4,336000
983,3182,0,0,2,0,2,159895
984,11250,0,0,2,1,4,255900
985,10125,0,0,2,0,4,126000
986,10880,1,0,1,0,3,125000
987,5310,0,0,1,0,2,117000
988,10159,1,0,2,1,3,395192
989,12046,0,0,2,1,4,195000
990,8125,0,0,2,1,3,197000
991,9452,1,0,2,1,3,348000
992,17671,0,0,1,1,4,168000
993,9760,0,0,2,1,3,187000
994,8846,0,0,2,1,3,173900
995,12456,1,0,2,0,3,337500
996,4712,1,0,1,1,3,121600
997,10659,1,0,1,0,3,136500
998,11717,0,0,2,0,2,185000
999,9786,0,0,1,0,3,91000
1000,6762,1,0,2,0,2,206000
1001,10206,0,0,1,0,2,82000
1002,5400,0,0,1,0,2,86000
1003,11957,0,0,2,0,3,232000
1004,11500,0,0,2,0,4,136905
1005,3182,0,0,2,0,1,181000
1006,8385,0,0,2,0,3,149900
1007,12155,0,1,2,0,3,163500
1008,2217,0,0,1,1,3,88000
1009,12118,0,0,2,0,3,240000
1010,6000,0,0,2,0,4,102000
1011,21286,0,0,2,0,4,135000
1012,9825,0,0,2,0,4,100000
1013,10592,0,0,1,1,3,165000
1014,7200,1,0,1,0,2,85000
1015,11664,0,0,1,0,2,119200
1016,8400,1,0,2,1,3,227000
1017,11883,1,0,2,0,3,203000
1018,5814,1,0,1,0,1,187500
1019,10784,0,0,2,1,3,160000
1020,3013,0,0,2,0,2,213490
1021,7024,1,0,1,1,2,176000
1022,7406,1,0,2,0,2,194000
1023,9439,0,0,1,0,2,87000
1024,3182,0,0,2,0,2,191000
1025,15498,1,0,2,0,2,287000
1026,7700,1,0,1,0,3,112500
1027,9300,1,0,1,0,3,167500
1028,9520,1,0,2,0,3,293077
1029,9492,1,0,1,0,3,105000
1030,1680,0,1,1,1,3,118000
1031,7082,0,0,2,0,5,160000
1032,15863,1,0,2,1,5,197000
1033,14541,1,0,2,1,5,310000
1034,8125,1,0,2,0,3,230000
1035,6305,0,0,1,0,2,119750
1036,11500,0,0,1,0,3,84000
1037,12898,1,0,2,0,2,315500
1038,9240,0,0,2,1,3,287000
1039,1533,0,0,1,1,3,97000
1040,1477,1,0,1,0,1,80000
1041,13125,1,0,2,0,3,155000
1042,9130,0,1,1,1,4,173000
1043,5381,1,0,2,0,1,196000
1044,11839,1,0,2,1,4,262280
1045,9600,1,0,2,1,4,278000
1046,13680,0,0,2,0,4,139600
1047,16056,0,0,3,1,4,556581
1048,9245,0,1,1,0,3,145000
1049,21750,0,0,1,0,3,115000
1050,11100,0,0,1,0,2,84900
1051,8993,0,0,2,0,3,176485
1052,11175,0,0,2,0,3,200141
1053,9500,0,1,1,1,4,165000
1054,8562,0,0,1,0,4,144500
1055,11367,1,0,2,1,3,255000
1056,11361,0,1,2,0,3,180000
1057,7052,1,0,2,0,2,185850
1058,29959,0,0,2,1,3,248000
1059,11308,1,0,2,1,3,335000
1060,11275,0,0,1,1,3,220000
1061,4920,1,0,2,0,2,213500
1062,18000,0,0,1,0,2,81000
1063,13600,0,0,2,0,5,90000
1064,6000,0,0,1,0,2,110500
1065,11000,0,0,1,1,3,154000
1066,14000,1,0,2,1,3,328000
1067,7837,0,0,2,1,3,178000
1068,9760,1,0,1,1,4,167900
1069,3964,1,0,2,1,5,151400
1070,9600,0,1,1,0,2,135000
1071,10152,1,0,1,0,3,135000
1072,11700,0,0,1,1,4,154000
1073,7585,1,1,1,0,4,91500
1074,7950,0,0,1,1,3,159500
1075,8556,0,0,2,0,2,194000
1076,13125,0,0,1,1,3,219500
1077,10800,0,1,2,0,3,170000
1078,15870,1,0,1,0,3,138800
1079,4435,1,0,1,0,1,155900
1080,8775,0,0,1,0,3,126000
1081,11040,0,1,2,0,3,145000
1082,7500,1,0,1,1,3,133000
1083,8749,0,0,2,0,3,192000
1084,8800,1,0,1,0,3,160000
1085,13031,0,0,2,1,3,187500
1086,9069,1,0,1,0,2,147000
1087,1974,0,0,1,1,3,83500
1088,10574,0,0,2,1,3,252000
1089,2522,0,0,2,0,3,137500
1090,3316,1,0,1,1,1,197000
1091,8544,0,0,2,0,2,92900
1092,2160,1,0,2,1,2,160000
1093,8400,0,0,2,0,4,136500
1094,9230,1,0,1,1,1,146000
1095,5868,1,0,1,0,2,129000
1096,9317,0,0,2,0,3,176432
1097,6882,0,0,1,1,3,127000
1098,3696,0,0,1,1,2,170000
1099,6000,0,0,1,0,3,128000
1100,11880,0,0,2,0,3,157000
1101,8400,0,0,1,0,1,60000
1102,9758,0,0,1,0,3,119500
1103,7000,0,0,1,0,2,135000
1104,8910,0,1,1,0,3,159500
1105,2016,0,0,2,1,3,106000
1106,12256,1,0,2,1,3,325000
1107,10357,1,0,2,0,3,179900
1108,23257,0,0,2,1,3,274725
1109,8063,0,0,2,1,3,181000
1110,11362,1,0,2,0,3,280000
1111,8000,1,0,2,1,3,188000
1112,10480,0,0,2,1,4,205000
1113,7100,1,0,1,0,2,129900
1114,8923,1,0,1,0,2,134500
1115,5400,0,0,1,0,2,117000
1116,12085,1,0,2,0,3,318000
1117,7750,1,0,2,1,3,184100
1118,9764,1,0,1,0,3,130000
1119,13825,0,1,1,0,3,140000
1120,7560,0,0,1,0,3,133700
1121,8263,0,0,1,0,2,118400
1122,10084,0,0,2,0,3,212900
1123,8926,0,0,1,0,3,112000
1124,9405,0,1,1,0,2,118000
1125,9125,0,0,2,1,3,163900
1126,10434,0,0,1,0,2,115000
1127,3684,0,0,2,0,2,174000
1128,14572,1,0,2,0,3,259000
1129,11796,0,0,2,1,4,215000
1130,7200,1,0,1,0,2,140000
1131,7804,1,0,2,0,4,135000
1132,10712,0,0,1,0,3,93500
1133,9900,0,0,2,0,5,117500
1134,9828,0,0,2,1,3,239500
1135,8773,0,0,2,1,3,169000
1136,6180,0,0,1,0,2,102000
1137,9600,0,0,1,0,3,119000
1138,6342,0,0,1,0,2,94000
1139,9819,1,0,2,0,2,196000
1140,8731,0,0,1,0,3,144000
1141,7350,1,0,1,0,2,139000
1142,10304,1,0,2,1,4,197500
1143,9965,1,0,3,0,4,424870
1144,9000,0,0,1,0,3,80000
1145,12180,1,0,1,0,2,80000
1146,6240,0,0,1,0,3,149000
1147,11200,1,0,2,0,3,180000
1148,12000,0,0,1,1,3,174500
1149,5700,0,0,1,0,2,116900
1150,9000,0,1,1,0,3,143000
1151,8280,0,0,1,0,2,124000
1152,17755,0,0,1,1,3,149900
1153,14115,0,0,1,0,2,230000
1154,5890,0,0,1,0,2,120500
1155,13700,0,0,1,2,4,201800
1156,10768,1,0,2,0,3,218000
1157,9350,0,1,2,0,3,179900
1158,5001,1,0,2,0,2,230000
1159,11932,0,0,2,0,3,235128
1160,9120,0,0,2,1,4,185000
1161,2280,0,0,2,1,3,146000
1162,14778,1,0,1,0,3,224000
1163,8724,0,0,1,0,3,129000
1164,12900,2,0,0,2,0,108959
1165,16157,1,0,1,1,2,194000
1166,9541,0,0,2,0,3,233170
1167,10475,0,0,2,0,3,245350
1168,10852,1,0,2,1,3,173000
1169,13728,0,0,2,0,4,235000
1170,35760,1,0,3,1,4,625000
1171,9880,1,0,1,0,3,171000
1172,9120,1,0,1,0,3,163000
1173,4017,0,0,2,1,2,171900
1174,18030,0,0,3,0,3,200500
1175,16560,0,0,2,1,4,239000
1176,10678,0,0,2,1,4,285000
1177,6951,1,0,1,0,3,119500
1178,3950,0,0,1,0,3,115000
1179,7681,0,0,1,1,3,154900
1180,8335,0,0,1,0,3,93000
1181,11170,0,0,2,1,4,250000
1182,5587,1,1,2,0,2,392500
1183,15623,1,0,3,1,4,745000
1184,10800,1,0,1,0,2,120000
1185,35133,1,0,1,1,3,186700
1186,9738,1,0,1,0,4,104900
1187,10615,1,0,2,0,3,95000
1188,12461,1,0,2,0,2,262000
1189,8935,0,0,2,1,3,195000
1190,7500,0,0,2,1,3,189000
1191,32463,1,0,1,0,3,168000
1192,2645,0,0,2,1,2,174000
1193,9600,0,0,1,0,3,125000
1194,4500,1,0,2,0,2,165000
1195,9364,0,0,1,1,4,158000
1196,8029,0,0,2,1,3,176000
1197,14054,0,0,2,1,4,219210
1198,8850,0,0,1,0,3,144000
1199,9100,0,0,2,0,3,178000
1200,11235,0,0,1,1,3,148000
1201,9353,0,0,1,0,3,116050
1202,10400,0,0,2,1,3,197900
1203,6000,1,0,1,0,3,117000
1204,9750,0,0,2,0,3,213000
1205,10140,1,0,1,1,3,153500
1206,14684,0,0,2,0,3,271900
1207,8900,1,0,1,0,2,107000
1208,9135,1,0,2,0,3,200000
1209,7763,1,0,1,0,3,140000
1210,10182,1,0,2,0,3,290000
1211,11218,0,0,2,1,3,189000
1212,12134,0,0,2,0,4,164000
1213,9340,1,0,1,0,2,113000
1214,10246,1,1,0,0,0,145000
1215,10205,1,0,1,0,3,134500
1216,7094,0,0,1,0,3,125000
1217,8930,0,0,2,0,4,112000
1218,8640,1,0,2,0,3,229456
1219,6240,0,0,1,0,2,80500
1220,1680,0,0,1,1,3,91500
1221,7800,0,0,1,0,2,115000
1222,8250,0,0,1,0,3,134000
1223,10496,0,0,2,0,3,143000
1224,10680,0,0,2,0,4,137900
1225,15384,1,0,2,1,3,184000
1226,10482,0,1,1,0,3,145000
1227,14598,0,0,2,1,4,214000
1228,8872,1,0,1,0,2,147000
1229,8769,1,0,1,1,1,367294
1230,7910,0,0,2,0,4,127000
1231,18890,0,0,2,2,4,190000
1232,7728,1,0,1,0,3,132500
1233,9842,0,0,2,0,2,101800
1234,12160,1,0,1,0,3,142000
1235,8525,0,0,1,1,4,130000
1236,13132,0,0,1,1,4,138887
1237,2628,0,0,2,1,2,175500
1238,12393,0,0,2,1,4,195000
1239,13072,0,0,1,1,3,142500
1240,9037,0,0,2,0,2,265900
1241,8158,1,0,2,1,3,224900
1242,9849,0,0,2,0,3,248328
1243,10625,1,0,2,0,3,170000
1244,13891,1,0,2,1,2,465000
1245,11435,0,0,1,0,3,230000
1246,12090,0,0,3,1,3,178000
1247,8125,0,0,2,1,3,186500
1248,12328,1,0,1,0,3,169900
1249,9600,0,0,1,1,3,129500
1250,7200,0,0,1,0,3,119000
1251,11160,1,0,2,1,3,244000
1252,3136,0,0,2,0,2,171750
1253,9858,1,0,1,0,3,130000
1254,17542,1,0,2,1,3,294000
1255,6931,0,0,2,1,3,165400
1256,6240,0,0,1,0,3,127500
1257,14303,1,0,2,0,2,301500
1258,4060,0,0,1,0,2,99900
1259,9587,1,0,2,0,2,190000
1260,9750,1,0,1,1,3,151000
1261,24682,0,0,2,1,3,181000
1262,9600,0,0,1,0,2,128900
1263,11250,1,0,1,0,5,161500
1264,13515,0,0,1,0,3,180500
1265,4060,1,0,2,0,2,181000
1266,3735,1,0,2,1,3,183900
1267,10120,0,0,1,1,4,122000
1268,13214,0,0,2,0,3,378500
1269,14100,0,0,3,1,4,381000
1270,11344,0,0,1,1,3,144000
1271,23595,2,0,0,1,0,260000
1272,9156,0,0,2,0,3,185750
1273,13526,1,0,1,0,3,137000
1274,11512,1,0,1,0,2,177000
1275,5362,0,0,2,0,3,139000
1276,11345,0,0,2,0,4,137000
1277,12936,0,1,1,1,3,162000
1278,17871,1,0,1,1,3,197900
1279,9473,1,0,2,1,3,237000
1280,7500,0,0,1,0,2,68400
1281,9808,1,0,2,0,3,227000
1282,8049,1,0,2,0,2,180000
1283,8800,0,0,2,0,3,150500
1284,9400,0,0,2,2,4,139000
1285,9638,0,0,2,0,4,169000
1286,6000,0,0,1,0,4,132500
1287,9790,1,0,1,1,3,143000
1288,36500,0,1,2,0,4,190000
1289,5664,1,0,2,0,2,278000
1290,11065,0,0,2,1,3,281000
1291,14112,1,0,1,0,3,180500
1292,1680,0,0,2,1,3,119500
1293,6600,0,0,2,0,4,107500
1294,10140,0,0,2,1,4,162900
1295,8172,1,0,1,0,2,115000
1296,8400,1,0,1,1,3,138500
1297,8700,1,0,2,0,3,155000
1298,3675,1,0,2,0,2,140000
1299,63887,2,0,2,1,3,160000
1300,7500,1,0,1,1,3,154000
1301,10762,0,0,2,1,3,225000
1302,7500,0,0,1,0,3,177500
1303,10120,1,0,2,1,4,290000
1304,8688,0,0,2,0,3,232000
1305,3363,0,0,2,0,3,130000
1306,13173,1,0,2,0,2,325000
1307,6955,0,0,2,0,2,202500
1308,8072,1,0,1,0,3,138000
1309,12000,1,0,1,0,2,147000
1310,7153,1,0,2,0,3,179200
1311,17500,1,0,2,0,3,335000
1312,8814,1,0,2,0,3,203000
1313,9572,0,0,2,1,4,302000
1314,14774,0,0,2,1,4,333168
1315,8190,1,0,1,0,3,119000
1316,11075,0,0,2,1,4,206900
1317,10226,1,0,2,0,3,295493
1318,4230,0,0,2,0,2,208900
1319,14781,0,0,2,0,3,275000
1320,10215,0,0,1,0,3,111000
1321,8400,1,0,1,1,3,156500
1322,6627,0,0,1,0,2,72500
1323,10186,1,0,2,1,3,190000
1324,5330,0,0,1,0,2,82500
1325,9986,0,0,2,0,2,147000
1326,3636,0,0,1,0,2,55000
1327,4270,0,0,1,0,3,79000
1328,6600,0,1,1,0,3,130500
1329,10440,0,0,2,0,5,256000
1330,9084,0,0,2,1,3,176500
1331,10000,0,0,2,0,3,227000
1332,10780,0,0,1,0,3,132500
1333,8877,1,0,1,0,2,100000
1334,7200,0,0,1,1,2,125500
1335,2368,0,0,1,1,3,125000
1336,9650,0,1,2,0,2,167900
1337,9246,0,0,2,0,4,135000
1338,4118,0,0,1,0,2,52500
1339,13450,1,0,2,1,3,200000
1340,9560,0,0,1,0,3,128500
1341,8294,0,0,1,0,3,123000
1342,13695,1,0,1,0,3,155000
1343,9375,0,0,2,1,3,228500
1344,7558,0,0,1,1,3,177000
1345,11103,0,0,2,1,3,155835
1346,6000,0,0,1,0,2,108500
1347,20781,0,0,2,0,3,262500
1348,15306,1,0,2,0,3,283463
1349,16196,1,0,2,0,3,215000
1350,5250,0,0,2,0,4,122000
1351,11643,1,1,2,2,6,200000
1352,9247,0,0,1,1,4,171000
1353,6000,0,0,1,0,2,134900
1354,14720,1,0,2,1,4,410000
1355,10316,1,0,2,1,3,235000
1356,10192,0,0,3,0,4,170000
1357,9477,0,0,1,0,3,110000
1358,12537,1,0,1,1,3,149900
1359,2117,0,0,2,1,3,177500
1360,16737,1,0,2,0,3,315000
1361,9842,0,0,3,1,4,189000
1362,16158,1,0,2,0,3,260000
1363,12513,0,0,2,0,4,104900
1364,8499,0,0,2,1,3,156932
1365,3180,0,0,2,1,2,144152
1366,7500,1,0,2,1,3,216000
1367,9179,1,0,2,1,3,193000
1368,2665,0,0,2,0,4,127000
1369,4435,1,0,1,0,1,144000
1370,10635,1,0,2,0,3,232000
1371,5400,0,0,1,0,2,105000
1372,9600,1,0,1,0,3,165500
1373,9750,1,0,2,1,3,274300
1374,11400,1,0,2,1,2,466500
1375,10625,0,0,2,1,3,250000
1376,10991,0,0,2,0,3,239000
1377,6292,0,0,1,0,2,91000
1378,10998,0,0,2,0,3,117000
1379,1953,0,0,1,1,2,83000
1380,9735,0,0,2,1,3,167500
1381,8212,1,0,1,0,2,58500
1382,12925,0,0,2,1,4,237500
1383,7200,1,0,1,1,4,157000
1384,25339,0,0,2,0,3,112000
1385,9060,0,0,1,0,2,105000
1386,5436,1,0,1,0,3,125500
1387,16692,1,0,3,1,5,250000
1388,8520,0,0,2,0,5,136000
1389,14892,1,0,2,0,3,377500
1390,6000,0,1,1,0,3,131000
1391,9100,1,0,2,0,3,235000
1392,8944,0,0,2,0,4,124000
1393,7838,1,0,1,0,3,123000
1394,10800,0,0,2,0,3,163000
1395,4045,1,0,2,0,2,246578
1396,12665,0,0,2,1,4,281213
1397,57200,1,0,1,0,3,160000
1398,6120,0,0,1,1,4,137500
1399,7200,1,0,1,1,3,138000
1400,6171,0,0,2,1,3,137450
1401,6000,0,0,1,0,3,120000
1402,7415,1,0,2,1,3,193000
1403,6762,0,0,2,0,2,193879
1404,15256,1,0,2,0,3,282922
1405,10410,0,0,1,0,3,105000
1406,3842,1,1,2,0,2,275000
1407,8445,1,0,1,0,2,133000
1408,8780,1,0,1,0,3,112000
1409,7740,0,0,1,0,3,125500
1410,20544,0,0,2,1,3,215000
1411,12420,1,0,2,1,3,230000
1412,9600,0,0,1,1,3,140000
1413,7200,0,0,2,0,2,90000
1414,10994,1,0,2,0,2,257000
1415,13053,0,0,1,1,4,207000
1416,3635,0,1,2,0,1,175900
1417,11340,0,0,2,0,4,122500
1418,16545,1,0,2,1,3,340000
1419,9204,1,0,1,1,3,124000
1420,16381,1,0,2,0,3,223000
1421,11700,0,0,2,1,3,179900
1422,4043,0,0,2,0,2,127500
1423,4435,1,0,1,0,1,136500
1424,19690,0,0,2,0,4,274970
1425,9503,1,0,1,0,2,144000
1426,10721,0,0,1,0,3,142000
1427,10944,1,0,2,1,3,271000
1428,10930,1,0,1,1,3,140000
1429,7200,1,0,1,0,2,119000
1430,12546,0,0,2,0,3,182900
1431,21930,0,0,2,1,4,192140
1432,4928,0,0,2,0,2,143750
1433,10800,0,0,2,0,4,64500
1434,10261,1,0,2,1,3,186500
1435,17400,1,0,2,0,3,160000
1436,8400,1,0,1,1,3,174000
1437,9000,0,0,1,0,3,120500
1438,12444,1,0,2,0,2,394617
1439,7407,1,0,1,0,2,149700
1440,11584,0,0,2,1,3,197000
1441,11526,0,0,2,0,3,191000
1442,4426,1,0,1,0,1,149300
1443,11003,1,0,2,1,3,310000
1444,8854,0,0,1,0,2,121000
1445,8500,0,0,2,0,3,179600
1446,8400,1,0,1,0,3,129000
1447,26142,0,0,1,0,3,157900
1448,10000,1,0,2,1,3,240000
1449,11767,0,0,1,1,2,112000
1450,1533,1,0,1,0,1,92000
1451,9000,0,0,2,2,4,136000
1452,9262,0,0,2,0,3,287090
1453,3675,1,0,1,0,2,145000
1454,17217,0,0,1,0,3,84500
1455,7500,1,0,2,0,2,185000
1456,7917,0,0,2,1,3,175000
1457,13175,1,0,2,0,3,210000
1458,9042,0,0,2,0,4,266500
1459,9717,1,0,1,0,2,142125
1460,9937,1,0,1,1,3,147500
